gene,chr,start,end,strand,length,control1,control2,control3,control4,control5,control6,exposed1,exposed2,exposed3,exposed4,exposed5,exposed6,control_mean,exposed_mean
Olfr1182,2,"88,442,939","88,449,121",-,"4,325",180.12,91.23,85.84,158.93,102.56,92.28,491.31,486.89,584.43,525.46,568.16,573.12,118.49,538.23
Olfr1487,19,"13,617,375","13,621,176",+,"2,261",127.30,96.35,112.45,147.66,103.31,116.52,95.36,74.31,83.68,96.11,107.44,111.72,117.26,94.77
Olfr112,17,"37,561,682","37,567,094",-,"4,660",114.31,104.02,133.91,153.29,102.56,95.41,89.67,117.88,85.03,119.74,122.92,115.35,117.25,108.43
Olfr816,10,"129,909,163","129,915,597",-,"3,281",164.53,103.17,124.46,135.15,92.08,83.68,33.47,83.71,108.65,137.08,91.05,126.23,117.18,96.70
Olfr1120,2,"87,354,815","87,361,736",+,"4,374",92.66,108.28,122.75,115.13,124.27,139.99,76.41,98.23,126.87,110.29,136.58,116.08,117.18,110.74
Olfr462,11,"87,884,979","87,892,274",-,"7,296",132.49,101.46,135.62,118.26,90.58,123.56,89.67,93.96,103.93,97.69,108.35,115.35,117.00,101.49
Olfr972,9,"39,866,288","39,874,651",+,"1,775",155.87,111.69,101.29,127.02,114.53,82.90,140.19,171.69,151.17,161.50,103.80,85.61,115.55,135.66
Olfr799,10,"129,637,484","129,648,326",+,"1,694",99.59,114.25,123.61,102.61,93.57,158.75,80.83,120.44,115.40,132.35,106.53,109.55,115.40,110.85
Olfr380,11,"73,452,886","73,457,508",-,"1,719",109.98,82.70,84.12,150.17,113.04,151.72,144.61,82.86,83.01,147.32,156.61,140.74,115.29,125.86
Olfr981,9,"40,021,389","40,029,749",+,"4,162",142.89,97.20,99.57,152.67,107.05,91.50,95.99,124.71,149.82,137.08,168.45,173.39,115.15,141.57
Olfr1090,2,"86,752,724","86,758,984",-,"2,131",138.56,115.10,114.16,115.75,94.32,111.05,92.83,98.23,113.38,96.90,146.59,118.25,114.82,111.03
Olfr699,7,"106,787,963","106,793,198",-,"4,194",113.44,105.72,109.87,135.77,101.81,118.87,87.78,120.44,87.06,70.90,128.38,79.08,114.25,95.61
Olfr364-ps1,2,"37,139,322","37,147,780",+,"2,106",128.16,114.25,101.29,114.50,126.51,97.76,89.04,115.32,103.93,138.65,122.01,133.49,113.75,117.07
Olfr78,7,"102,740,602","102,759,471",-,"4,410",130.76,76.73,100.43,154.55,128.01,90.72,93.46,90.54,103.93,191.43,170.27,150.90,113.53,133.42
Olfr596,7,"103,305,667","103,312,782",+,"3,373",155.01,90.38,132.19,123.26,104.80,75.08,54.94,110.19,82.33,144.95,157.52,115.35,113.45,110.88
Olfr1215,2,"89,000,059","89,006,937",-,"2,607",136.82,125.33,123.61,100.11,86.84,104.79,109.25,105.06,85.03,107.93,106.53,93.59,112.92,101.23
Olfr488,7,"108,252,032","108,258,347",-,"4,341",128.16,75.03,123.61,152.04,148.22,48.49,73.25,94.81,123.50,162.28,158.43,129.13,112.59,123.57
Olfr870,9,"20,170,032","20,174,057",-,"2,592",116.91,103.17,130.47,101.99,86.84,135.29,96.62,112.75,143.75,118.17,95.60,86.33,112.44,108.87
Olfr179,11,"58,658,647","58,669,528",+,"5,096",120.37,98.90,123.61,122.01,117.53,90.72,83.99,119.59,118.10,99.26,106.53,111.00,112.19,106.41
Olfr1510,14,"52,409,124","52,414,389",-,"2,006",129.90,102.31,109.01,127.02,118.28,85.24,62.52,84.56,95.83,151.26,173.91,131.31,111.96,116.56
Olfr152,2,"87,779,483","87,784,572",+,"2,456",144.62,116.81,85.84,121.38,108.55,93.85,77.04,96.52,95.16,98.47,148.41,129.13,111.84,107.46
Olfr1404,1,"173,212,392","173,218,583",+,"4,231",121.24,92.93,98.71,136.40,115.28,104.01,86.52,148.63,118.10,136.29,148.41,97.94,111.43,122.65
Olfr147,9,"38,401,712","38,404,979",+,"2,324",137.69,87.82,104.72,126.39,125.76,86.02,54.94,87.13,68.16,113.44,134.76,109.55,111.40,94.66
Olfr205,16,"59,328,005","59,331,138",-,"1,650",95.26,76.73,87.55,133.90,125.02,149.37,81.46,76.88,89.76,129.20,133.85,137.84,111.30,108.16
Olfr206,16,"59,344,675","59,349,246",-,"1,128",71.01,92.93,83.26,162.68,133.25,122.00,83.99,84.56,91.11,174.10,224.90,166.86,110.86,137.59
Olfr690,7,"105,329,057","105,334,079",-,"1,245",142.89,87.82,139.92,112.00,106.30,75.86,68.83,130.69,107.30,104.78,97.43,124.78,110.80,105.64
Olfr798,10,"129,622,615","129,627,934",-,"3,590",141.15,79.29,121.89,100.74,101.06,120.43,65.04,99.94,94.48,92.96,125.65,110.27,110.76,98.06
Olfr887,9,"38,084,134","38,088,047",+,"3,529",96.99,81.85,59.23,178.32,118.28,129.82,99.78,74.31,76.93,115.81,140.22,119.70,110.75,104.46
Olfr1459,19,"13,138,021","13,149,549",-,"8,951",112.58,132.15,121.89,106.99,84.59,100.88,120.62,96.52,90.43,93.75,89.23,99.39,109.85,98.32
Olfr790,10,"129,498,492","129,503,342",+,"2,872",127.30,86.11,113.31,130.77,84.59,115.74,73.25,86.27,95.83,114.23,101.98,109.55,109.64,96.85
Olfr133,17,"38,145,281","38,151,225",+,"3,086",116.04,85.26,96.14,115.13,116.03,126.69,70.73,78.59,93.81,111.87,124.74,103.02,109.21,97.12
Olfr1323,X,"50,007,458","50,019,362",-,"3,425",71.88,120.22,95.28,92.60,157.95,117.31,107.99,117.88,122.83,204.04,132.94,222.72,109.21,151.40
Olfr144,9,"39,234,412","39,249,994",-,"4,114",117.77,115.96,112.45,90.73,100.31,116.52,137.67,89.69,101.90,119.74,146.59,129.13,108.96,120.79
Olfr586,7,"103,120,989","103,125,632",-,"3,591",142.02,76.73,107.30,155.80,92.08,79.77,44.21,95.67,64.79,114.23,71.93,73.27,108.95,77.35
Olfr16,1,"172,950,381","172,958,357",+,"2,718",146.35,87.82,110.73,96.98,110.04,98.54,73.89,129.84,133.62,122.11,144.77,97.94,108.41,117.03
Olfr126,17,"37,847,483","37,851,981",+,"1,882",99.59,129.60,177.68,67.57,93.57,82.11,77.68,65.77,103.93,70.11,108.35,91.41,108.36,86.21
Olfr476,7,"107,964,803","107,969,341",+,"2,366",109.98,104.02,98.71,128.89,90.58,114.96,98.51,88.84,89.76,101.63,120.19,111.72,107.86,101.77
Olfr530,7,"140,371,872","140,376,526",-,"2,806",109.98,115.96,89.27,117.00,112.29,101.67,118.09,96.52,105.95,99.26,122.01,129.86,107.69,111.95
Olfr987,2,"85,330,675","85,339,375",-,"1,863",114.31,110.84,89.27,129.52,120.52,75.86,89.67,107.63,84.36,132.35,155.70,129.86,106.72,116.59
Olfr1362,13,"21,610,978","21,614,022",-,"2,291",120.37,95.49,91.85,132.02,112.29,86.81,87.78,138.38,100.56,97.69,115.64,96.49,106.47,106.09
Olfr669,7,"104,934,220","104,940,477",+,"2,356",154.14,100.61,118.46,125.76,77.11,61.78,49.26,82.86,89.76,165.44,156.61,121.15,106.31,110.84
Olfr715,7,"107,126,548","107,131,083",-,"3,833",108.25,114.25,117.60,113.25,85.34,97.76,101.67,64.92,92.46,80.35,94.69,81.25,106.07,85.89
Olfr959,9,"39,569,403","39,575,514",-,"4,288",94.39,104.87,103.86,95.10,128.76,107.92,94.09,134.11,116.75,112.65,81.95,76.17,105.82,102.62
Olfr1177-ps,2,"88,342,132","88,346,492",-,"2,826",107.38,77.59,92.70,160.18,93.57,99.32,44.21,99.94,75.58,136.29,164.80,130.58,105.12,108.57
Olfr54,11,"51,014,236","51,031,578",+,"5,109",108.25,77.59,90.99,110.12,141.48,100.88,77.04,139.23,112.70,130.77,132.94,126.96,104.89,119.94
Olfr622,7,"103,638,451","103,642,675",-,"2,219",109.98,101.46,97.00,163.31,80.85,76.64,45.47,59.79,84.36,155.19,134.76,158.88,104.87,106.41
Olfr1303,2,"111,812,256","111,820,332",-,"3,155",101.32,112.54,120.17,101.36,91.33,97.76,97.25,100.79,99.21,95.32,133.85,87.06,104.08,102.25
Olfr1118,2,"87,307,597","87,310,438",+,"1,777",92.66,94.64,111.59,91.35,113.79,114.18,126.93,98.23,112.70,120.53,132.02,110.27,103.03,116.78
Olfr651,7,"104,550,133","104,554,422",+,"1,605",101.32,82.70,106.44,155.17,107.05,61.00,51.78,121.29,86.38,153.62,148.41,154.53,102.28,119.34
Olfr1014,2,"85,776,586","85,777,503",+,918,118.64,96.35,117.60,70.70,104.80,104.01,59.36,76.02,71.54,74.05,86.50,103.74,102.02,78.54
Olfr735,14,"50,342,360","50,348,872",-,"4,261",96.99,109.99,97.86,106.99,107.80,91.50,101.67,72.61,99.21,110.29,120.19,119.70,101.85,103.94
Olfr1168,2,"88,181,880","88,186,919",+,"2,635",107.38,93.79,90.99,123.89,92.83,101.67,106.09,109.34,78.96,91.38,133.85,97.94,101.76,102.93
Olfr654,7,"104,587,025","104,590,718",+,"3,130",118.64,103.17,116.74,112.00,85.34,73.51,66.31,95.67,89.08,112.65,124.74,118.25,101.57,101.12
Olfr745,14,"50,639,388","50,643,885",+,"2,836",121.24,87.82,109.87,110.12,95.82,84.46,114.30,111.04,118.10,77.99,102.89,106.64,101.55,105.16
Olfr594,7,"103,216,996","103,222,313",+,"2,848",109.98,88.67,84.98,141.41,114.53,65.69,54.94,84.56,66.81,137.86,150.24,103.02,100.88,99.57
Olfr661,7,"104,686,910","104,690,583",+,"3,008",102.18,69.06,79.83,171.44,85.34,90.72,61.89,81.15,53.99,149.68,111.08,92.13,99.76,91.65
Olfr874,9,"37,745,136","37,748,594",+,"2,602",129.03,97.20,71.25,105.12,120.52,74.29,49.26,81.15,51.29,178.04,142.04,95.04,99.57,99.47
Olfr1220,2,"89,094,188","89,107,855",-,"4,288",97.85,105.72,84.98,101.99,101.81,100.10,86.52,91.40,116.08,96.11,102.89,83.43,98.74,96.07
Olfr1307,2,"111,943,862","111,949,344",-,"1,843",71.01,104.02,91.85,85.72,116.03,118.09,62.52,79.44,84.36,84.29,94.69,76.17,97.79,80.25
Olfr25,9,"38,329,492","38,336,103",+,"6,612",71.01,75.88,70.39,145.79,104.05,117.31,95.99,75.17,80.98,86.66,100.16,99.39,97.40,89.72
Olfr599,7,"103,335,840","103,339,564",+,"2,240",110.84,91.23,81.55,136.40,101.81,60.22,55.57,82.86,60.06,144.17,129.29,87.06,97.01,93.17
Olfr723,14,"49,928,348","49,931,803",-,"1,309",81.40,72.47,63.52,108.24,116.78,139.20,89.04,99.09,95.83,144.17,146.59,140.02,96.94,119.12
Olfr1490,19,"13,651,039","13,659,545",+,"5,217",94.39,74.18,90.99,91.35,78.60,150.93,75.78,50.40,65.46,66.96,83.77,123.33,96.74,77.62
Olfr1377,11,"50,981,981","50,986,593",+,"2,569",107.38,62.24,90.13,126.39,124.27,68.82,46.10,67.48,43.87,92.96,96.51,72.55,96.54,69.91
Olfr91,17,"37,090,618","37,098,298",-,"3,875",108.25,98.05,109.87,101.36,73.36,86.02,104.20,99.94,78.28,73.26,75.57,71.10,96.15,83.73
Olfr272,4,"52,910,216","52,919,180",-,"1,935",93.52,71.62,81.55,131.39,110.79,87.59,111.14,72.61,75.58,77.99,139.31,137.84,96.08,102.41
Olfr1317,2,"112,136,628","112,144,054",+,"2,596",105.65,109.99,113.31,88.85,74.11,83.68,89.04,75.17,80.98,91.38,111.99,81.25,95.93,88.30
Olfr1298,2,"111,644,534","111,649,201",-,"1,527",94.39,114.25,97.86,90.10,89.83,85.24,105.46,109.34,116.75,95.32,119.28,101.57,95.28,107.95
Olfr1201,2,"88,793,036","88,796,827",+,"2,602",137.69,121.92,73.82,61.32,88.33,88.37,137.04,117.88,139.02,121.32,46.44,103.74,95.24,110.91
Olfr1328,4,"118,930,991","118,938,607",-,"4,113",84.87,64.80,88.41,130.77,110.04,92.28,65.68,117.02,95.16,120.53,129.29,120.43,95.20,108.02
Olfr1313,2,"112,070,107","112,077,826",-,"2,600",86.60,113.40,118.46,76.33,88.33,87.59,87.78,84.56,86.38,79.57,55.54,88.51,95.12,80.39
Olfr1052,2,"86,292,475","86,299,233",+,"1,769",98.72,61.39,97.00,113.88,91.33,107.92,44.21,76.88,74.24,123.68,122.92,136.39,95.04,96.38
Olfr1009,2,"85,719,508","85,725,160",+,"3,992",133.36,93.79,74.68,88.22,95.07,82.90,69.47,76.02,84.36,106.35,73.75,69.65,94.67,79.93
Olfr1036,2,"86,073,992","86,077,194",+,"3,203",109.11,90.38,107.30,93.85,95.82,71.17,57.47,77.73,64.79,105.56,126.56,92.13,94.60,87.37
Olfr1170,2,"88,222,277","88,228,343",-,"3,186",104.78,74.18,71.25,106.99,107.05,101.67,70.10,115.32,64.11,120.53,141.13,105.19,94.32,102.73
Olfr68,7,"103,774,358","103,779,663",-,"4,058",80.54,67.36,121.89,143.28,86.09,63.35,36.63,70.04,47.92,140.23,115.64,74.72,93.75,80.86
Olfr424,1,"174,131,518","174,138,257",+,"1,642",101.32,68.21,85.84,122.01,100.31,84.46,51.78,123.00,85.03,114.23,132.02,113.17,93.69,103.21
Olfr1339,4,"118,732,183","118,736,906",+,"2,551",86.60,81.85,89.27,107.62,110.79,84.46,76.41,88.84,68.84,99.26,101.98,96.49,93.43,88.64
Olfr1225,2,"89,168,388","89,174,669",-,"5,544",99.59,90.38,98.71,104.49,97.32,69.60,92.20,88.84,78.96,67.75,107.44,89.23,93.35,87.40
Olfr958,9,"39,548,344","39,552,920",-,"4,066",117.77,67.36,95.28,113.25,89.83,75.86,65.68,93.96,85.71,95.32,125.65,108.82,93.22,95.86
Olfr259,2,"87,104,819","87,111,652",-,"3,805",65.81,99.76,96.14,117.00,56.89,123.56,132.62,124.71,134.97,94.53,135.67,62.39,93.19,114.15
Olfr813,10,"129,855,367","129,858,722",+,"2,425",96.12,92.08,119.31,96.36,90.58,64.13,52.41,75.17,73.56,133.92,139.31,126.23,93.10,100.10
Olfr767,10,"129,074,825","129,082,910",-,"5,499",74.47,108.28,92.70,100.74,79.35,102.45,99.15,103.36,91.11,65.39,97.43,84.15,93.00,90.10
Olfr448,6,"42,890,437","42,899,085",+,"3,315",127.30,52.86,98.71,121.38,96.57,57.87,54.31,106.77,82.33,192.22,152.97,118.98,92.45,117.93
Olfr569,7,"102,883,709","102,890,872",-,"4,731",89.20,69.06,79.83,122.64,107.80,86.02,49.26,75.17,79.63,139.44,129.29,119.70,92.42,98.75
Olfr734,14,"50,316,696","50,326,761",-,"4,236",68.41,83.56,54.94,133.90,104.05,109.49,74.52,84.56,84.36,75.63,112.90,104.47,92.39,89.41
Olfr994,2,"85,429,380","85,436,451",-,"1,832",100.45,86.97,78.97,108.87,100.31,78.20,58.73,72.61,67.49,141.01,121.10,99.39,92.30,93.39
Olfr201,16,"59,266,113","59,272,632",-,"3,706",77.94,70.77,83.26,119.51,92.08,109.49,95.99,96.52,51.96,107.14,98.34,91.41,92.17,90.23
Olfr410,11,"74,330,293","74,338,031",-,"5,185",96.12,73.32,78.11,132.65,95.82,75.08,55.57,79.44,80.31,118.96,108.35,122.60,91.85,94.21
Olfr808,10,"129,765,481","129,771,186",+,"3,997",106.51,81.85,101.29,102.61,89.83,68.82,35.36,83.71,53.31,112.65,100.16,89.23,91.82,79.07
Olfr165,16,"19,406,244","19,423,132",-,"1,910",83.13,81.85,70.39,118.26,95.07,98.54,83.36,95.67,91.78,89.81,92.87,94.31,91.21,91.30
Olfr509,7,"108,645,074","108,651,948",-,"2,851",84.87,100.61,78.97,113.25,85.34,81.33,89.04,126.42,131.60,113.44,117.46,111.72,90.73,114.95
Olfr655,7,"104,595,301","104,602,377",-,"2,643",97.85,65.65,93.56,138.28,83.09,61.00,46.73,61.50,69.51,122.90,132.94,135.66,89.91,94.87
Olfr1302,2,"111,777,436","111,782,761",+,"2,812",96.12,106.58,97.86,80.09,95.82,61.78,149.67,118.73,66.14,72.48,67.38,71.10,89.71,90.91
Olfr1491,19,"13,697,088","13,706,127",+,"1,851",107.38,74.18,97.00,80.09,102.56,72.73,131.98,88.84,83.68,126.83,112.90,100.12,88.99,107.39
Olfr1419,19,"11,868,632","11,875,089",-,"3,137",85.73,68.21,68.67,76.33,116.03,112.61,163.56,137.52,127.55,66.96,153.88,77.63,87.93,121.18
Olfr709-ps1,7,"106,923,916","106,932,219",-,"4,036",81.40,83.56,71.25,108.87,105.55,75.86,89.04,74.31,80.98,96.11,140.22,91.41,87.75,95.35
Olfr618,7,"103,590,199","103,600,431",+,"3,191",124.70,77.59,97.00,102.61,74.11,49.27,53.05,67.48,78.28,99.26,97.43,106.64,87.55,83.69
Olfr150,9,"39,732,513","39,738,380",+,"1,675",75.34,61.39,58.37,123.26,104.05,98.54,83.99,94.81,71.54,123.68,102.89,97.94,86.83,95.81
Olfr1115,2,"87,248,027","87,253,868",+,"3,283",76.21,89.52,87.55,92.60,86.84,86.02,70.10,57.23,62.09,63.81,91.05,84.88,86.46,71.53
Olfr965,9,"39,711,353","39,720,594",+,"1,799",67.55,57.98,71.25,125.14,102.56,93.85,57.47,92.25,90.43,143.38,130.20,146.55,86.38,110.05
Olfr1056,2,"86,354,386","86,362,452",-,"2,212",92.66,83.56,101.29,80.09,82.35,78.20,70.73,105.92,72.21,100.84,76.48,81.25,86.36,84.57
Olfr47,6,"43,231,529","43,236,959",+,"1,631",94.39,70.77,84.98,96.98,82.35,88.37,73.25,80.29,64.79,107.14,112.90,109.55,86.31,91.32
Olfr1283,2,"111,366,790","111,370,063",+,"1,672",85.73,104.87,78.97,65.70,70.37,111.05,99.78,88.84,83.01,106.35,95.60,91.41,86.11,94.16
Olfr1284,2,"111,375,554","111,381,178",+,"2,310",104.78,139.83,112.45,43.80,59.14,54.74,125.04,122.15,93.81,72.48,85.59,103.74,85.79,100.47
Olfr1179,2,"88,401,886","88,406,453",-,"1,282",126.43,70.77,78.11,76.33,96.57,59.44,50.52,61.50,70.86,71.69,107.44,79.80,84.61,73.64
Olfr103,17,"37,335,089","37,339,698",-,"2,293",55.42,57.12,58.37,128.27,103.31,104.79,44.84,39.29,54.66,96.90,102.89,110.27,84.55,74.81
Olfr305,7,"86,360,901","86,366,837",-,"3,702",116.91,74.18,101.29,65.70,69.62,75.86,56.20,70.04,61.41,77.20,79.21,77.63,83.92,70.28
Olfr988,2,"85,352,855","85,363,146",-,"1,578",91.79,67.36,72.10,95.10,92.08,84.46,61.26,75.17,90.43,90.60,116.55,103.02,83.82,89.50
Olfr92,17,"37,110,507","37,120,091",-,"2,123",101.32,68.21,76.40,97.61,91.33,67.26,86.52,87.98,100.56,62.24,92.87,76.17,83.69,84.39
Olfr570,7,"102,894,577","102,901,710",+,"1,423",82.27,43.48,71.25,134.52,98.07,71.17,47.99,70.04,55.34,102.41,151.15,113.17,83.46,90.02
Olfr366,2,"37,211,578","37,222,286",+,"3,109",96.99,105.72,102.15,81.34,59.14,53.96,78.31,93.96,66.14,69.33,60.09,87.78,83.22,75.93
Olfr667,7,"104,914,742","104,921,482",-,"2,695",129.03,89.52,84.12,77.59,59.14,59.44,40.42,38.44,73.56,51.21,55.54,54.41,83.14,52.26
Olfr134,17,"38,171,390","38,176,410",+,"1,500",82.27,67.36,76.40,93.23,95.07,82.90,51.15,84.56,58.71,107.14,109.26,67.47,82.87,79.72
Olfr196,16,"59,166,648","59,170,444",-,"1,700",55.42,74.18,77.25,83.84,102.56,103.23,144.61,124.71,126.87,90.60,152.06,103.74,82.75,123.77
Olfr683,7,"105,142,286","105,147,012",-,"2,394",75.34,52.01,67.81,138.90,105.55,54.74,41.05,85.42,48.59,138.65,117.46,120.43,82.39,91.93
Olfr895,9,"38,267,851","38,269,838",+,"1,661",97.85,75.88,64.38,108.24,77.11,68.04,51.78,91.40,67.49,89.02,127.47,84.88,81.92,85.34
Olfr156,4,"43,820,182","43,823,898",-,"1,707",94.39,87.82,99.57,73.21,74.11,61.00,79.57,77.73,76.93,51.21,121.10,71.10,81.68,79.61
Olfr316,11,"58,752,734","58,759,671",+,"2,725",75.34,73.32,58.37,120.76,75.61,86.02,66.94,89.69,56.69,114.23,114.73,116.08,81.57,93.06
Olfr968,9,"39,770,497","39,783,222",-,"2,878",105.65,86.97,90.13,63.82,80.10,62.56,71.36,75.17,60.74,70.11,55.54,44.98,81.54,62.98
Olfr411,11,"74,345,129","74,352,650",-,"2,629",109.98,56.27,102.15,109.50,73.36,36.76,58.73,76.88,91.78,148.89,89.23,74.00,81.34,89.92
Olfr933,9,"38,975,651","38,978,348",+,"2,698",97.85,61.39,75.54,105.74,86.09,60.22,54.94,69.19,64.11,109.50,84.68,97.94,81.14,80.06
Olfr772,10,"129,172,573","129,177,921",-,"2,965",90.93,99.76,86.70,63.82,71.12,74.29,66.31,66.63,51.29,77.99,78.30,70.37,81.10,68.48
Olfr825,10,"130,159,732","130,166,735",-,"3,475",99.59,44.34,102.15,93.85,71.87,74.29,50.52,61.50,65.46,85.08,73.75,86.33,81.01,70.44
Olfr1394,11,"49,154,482","49,162,744",+,"2,809",118.64,90.38,76.40,87.60,70.37,42.23,66.31,58.94,77.61,53.57,56.45,45.70,80.93,59.76
Olfr584,7,"103,081,885","103,088,315",+,"3,152",88.33,63.95,70.39,109.50,87.59,63.35,47.36,58.08,65.46,125.26,106.53,96.49,80.51,83.20
Olfr976,9,"39,954,139","39,959,705",-,"3,075",76.21,60.54,57.51,123.89,91.33,72.73,37.89,76.88,56.01,111.87,111.99,104.47,80.37,83.18
Olfr923,9,"38,826,594","38,829,987",+,"2,562",109.11,64.80,70.39,99.48,64.38,67.26,52.41,100.79,66.81,185.13,142.95,94.31,79.24,107.07
Olfr800,10,"129,657,673","129,662,074",+,"3,813",106.51,82.70,100.43,53.18,57.64,73.51,78.31,70.90,84.36,59.08,61.00,51.51,79.00,67.53
Olfr1062,2,"86,421,180","86,426,764",-,"2,960",92.66,58.83,99.57,88.85,62.88,70.38,75.15,81.15,60.06,80.35,67.38,82.70,78.86,74.47
Olfr970,9,"39,808,860","39,820,979",+,"1,739",101.32,67.36,72.96,76.96,71.87,82.11,50.52,78.59,85.71,77.20,81.95,66.02,78.76,73.33
Olfr378,11,"73,424,609","73,428,477",-,"1,522",83.13,47.75,160.52,35.04,75.61,70.38,83.36,112.75,54.66,55.93,45.53,57.31,78.74,68.26
Olfr556,7,"102,665,017","102,673,270",+,"3,707",87.46,73.32,62.66,95.10,77.85,75.86,59.36,75.17,60.06,89.02,81.04,91.41,78.71,76.01
Olfr1310,2,"112,004,574","112,015,511",-,"4,930",55.42,101.46,48.93,46.93,129.51,89.15,33.47,27.33,39.14,65.39,30.05,38.45,78.57,38.97
Olfr146,9,"39,018,073","39,023,362",-,"1,716",100.45,70.77,79.83,87.60,71.12,61.00,45.47,92.25,71.54,100.05,98.34,92.13,78.46,83.30
Olfr736,14,"50,381,163","50,394,192",+,"2,485",77.07,66.50,72.10,102.61,70.37,81.33,109.88,90.54,109.33,90.60,117.46,89.23,78.33,101.17
Olfr52,2,"86,181,150","86,182,109",-,960,88.33,61.39,64.38,107.62,91.33,54.74,47.99,58.94,45.22,111.08,126.56,126.23,77.96,86.00
Olfr1500,19,"13,826,987","13,830,470",-,"2,223",75.34,69.91,69.53,91.35,98.81,62.56,48.63,64.06,56.69,81.14,95.60,114.62,77.92,76.79
Olfr1393,11,"49,278,340","49,282,765",+,"2,970",82.27,77.59,70.39,71.33,100.31,63.35,94.73,89.69,87.06,124.47,111.99,137.84,77.54,107.63
Olfr1134,2,"87,655,569","87,658,831",-,"1,528",68.41,76.73,72.10,89.47,71.12,86.81,71.36,72.61,85.03,89.02,100.16,106.64,77.44,87.47
Olfr293,7,"86,649,061","86,666,045",+,"2,646",81.40,84.41,70.39,84.47,73.36,69.60,64.41,64.06,68.16,86.66,67.38,47.16,77.27,66.30
Olfr120,17,"37,721,947","37,727,220",+,"1,510",72.74,67.36,51.50,101.99,77.11,88.37,58.73,65.77,60.74,97.69,110.17,101.57,76.51,82.44
Olfr1042,2,"86,156,743","86,161,838",-,"5,096",96.12,50.30,86.70,114.50,71.12,37.54,57.47,72.61,68.84,129.99,110.17,54.41,76.05,82.25
Olfr703,7,"106,843,360","106,846,207",+,"1,920",57.15,64.80,55.79,101.99,95.07,81.33,92.83,93.96,110.00,61.45,112.90,89.23,76.02,93.40
Olfr1306,2,"111,911,264","111,914,822",-,"1,730",74.47,99.76,88.41,65.70,69.62,57.09,59.99,72.61,69.51,60.66,63.74,65.29,75.84,65.30
Olfr347,2,"36,731,628","36,737,640",+,"3,659",86.60,46.89,58.37,113.25,60.64,89.15,221.03,207.57,164.67,138.65,249.48,145.82,75.82,187.87
Olfr920,9,"38,752,796","38,757,087",+,"2,348",107.38,55.42,77.25,71.95,62.88,78.20,68.20,54.67,78.28,56.72,71.93,45.70,75.52,62.59
Olfr1160,2,"88,000,941","88,008,268",-,"6,034",64.08,57.12,63.52,86.35,101.06,79.77,51.15,88.84,67.49,88.23,74.66,95.04,75.32,77.57
Olfr1288,2,"111,474,101","111,479,994",+,"1,326",64.95,65.65,70.39,75.08,81.60,93.85,66.94,75.17,60.74,74.84,107.44,54.41,75.25,73.26
Olfr57,10,"79,028,741","79,036,274",+,"1,836",85.73,60.54,90.99,63.19,77.85,71.95,86.52,68.33,100.56,84.29,68.29,69.65,75.04,79.61
Olfr911-ps1,9,"38,523,722","38,527,133",+,"3,412",56.29,73.32,75.54,90.73,78.60,75.08,75.78,64.06,43.19,58.30,86.50,63.84,74.93,65.28
Olfr221,14,"52,034,093","52,039,901",-,"2,852",79.67,76.73,78.11,66.32,62.88,85.24,74.52,80.29,87.06,82.72,74.66,68.19,74.83,77.91
Olfr666,7,"104,891,535","104,895,939",-,"2,223",98.72,69.91,89.27,78.21,52.40,58.65,45.47,60.65,46.57,86.66,92.87,86.33,74.53,69.76
Olfr1331,4,"118,864,649","118,871,707",+,"3,230",96.12,75.88,48.07,94.48,56.14,75.86,86.52,76.02,83.68,51.21,55.54,54.41,74.43,67.90
Olfr1286,2,"111,418,115","111,423,115",-,"3,470",83.13,81.00,104.72,58.81,56.14,61.78,50.52,82.00,95.16,89.02,61.00,105.92,74.27,80.60
Olfr1495,19,"13,764,606","13,770,248",+,"2,095",77.94,52.01,60.09,97.61,89.08,68.82,41.05,62.36,56.01,111.87,99.25,81.98,74.26,75.42
Olfr1029,2,"85,973,895","85,979,620",+,"4,454",51.96,55.42,63.52,101.36,96.57,73.51,51.15,94.81,62.09,79.57,81.95,100.84,73.72,78.40
Olfr691,7,"105,335,617","105,342,397",-,"2,346",83.13,57.98,53.22,112.62,74.11,60.22,27.79,58.08,47.24,92.96,103.80,84.15,73.55,69.00
Olfr1087,2,"86,687,235","86,698,384",-,"3,850",96.99,48.60,97.86,73.21,81.60,43.01,84.62,123.00,97.86,128.41,111.08,98.66,73.54,107.27
Olfr1031,2,"85,990,325","85,993,739",+,"1,960",74.47,52.86,64.38,85.72,102.56,57.87,46.73,78.59,48.59,119.74,93.78,107.37,72.98,82.47
Olfr1057,2,"86,372,908","86,378,388",-,"2,897",69.28,61.39,53.22,113.25,70.37,69.60,46.10,60.65,46.57,83.51,71.93,71.82,72.85,63.43
Olfr1454,19,"13,060,610","13,067,025",+,"3,938",71.88,68.21,54.08,85.09,89.83,66.47,61.89,42.71,70.19,88.23,101.98,59.49,72.59,70.75
Olfr1065,2,"86,444,022","86,450,578",-,"2,340",85.73,59.68,57.51,58.81,101.81,71.95,36.00,71.75,49.94,107.14,103.80,44.98,72.58,68.93
Olfr1444,19,"12,857,283","12,863,440",+,"1,895",100.45,43.48,84.12,82.59,74.86,46.14,44.21,57.23,43.19,110.29,118.37,84.15,71.94,76.24
